PRO_COM_T,COD_REG,COMUNE,Abitanti
017122,3,Offlaga,4077
017123,3,Ome,3208
017124,3,Ono San Pietro,980
017126,3,Orzivecchi,2484
017128,3,Ossimo,1530
017129,3,Padenghe sul Garda,4729
017130,3,Paderno Franciacorta,3671
018121,3,Retorbido,1577
018124,3,Robecco Pavese,541
018125,3,Rocca de' Giorgi,83
018126,3,Rocca Susella,209
018127,3,Rognano,626
018128,3,Romagnese,629
018129,3,Roncaro,1558
018130,3,Rosasco,555
018131,3,Rovescala,875
018133,3,San Cipriano Po,489
018134,3,San Damiano al Colle,643
018135,3,San Genesio ed Uniti,3952
018136,3,San Giorgio di Lomellina,1060
020068,3,Villimpenta,2149
020073,3,Borgocarbonara,1928
021094,4,Sluderno,1839
021095,4,Stelvio,1150
021096,4,Terento,1759
021097,4,Terlano,4538
021098,4,Termeno sulla strada del vino,3438
021099,4,Tesimo,1994
021100,4,Tires,1010
021101,4,Tirolo,2443
017131,3,Paisco Loveno,175
017132,3,Paitone,2126
017134,3,Paratico,4853
017135,3,Paspardo,599
017137,3,Pavone del Mella,2763
017138,3,San Paolo,4495
017139,3,Pertica Alta,540
017140,3,Pertica Bassa,605
017141,3,Pezzaze,1469
017142,3,Pian Camuno,4770
018139,3,Santa Cristina e Bissone,1900
018140,3,Santa Giuletta,1592
018141,3,Sant'Alessio con Vialone,973
018142,3,Santa Margherita di Staffora,472
018143,3,Santa Maria della Versa,2299
018144,3,Sant'Angelo Lomellina,793
018145,3,San Zenone al Po,553
018146,3,Sartirana Lomellina,1539
018147,3,Scaldasole,887
018148,3,Semiana,204
018149,3,Silvano Pietra,663
021001,4,Aldino,1656
021002,4,Andriano,1038
021003,4,Anterivo,395
021005,4,Avelengo,780
021006,4,Badia,3471
021007,4,Barbiano,1754
008014,7,Castellaro,1228
008015,7,Castel Vittorio,274
008016,7,Ceriana,1164
008017,7,Cervo,1138
008018,7,Cesio,267
008019,7,Chiusanico,575
008020,7,Chiusavecchia,512
008021,7,Cipressa,1226
008022,7,Civezza,602
008023,7,Cosio d'Arroscia,187
008024,7,Costarainera,780
008025,7,Diano Arentino,684
008026,7,Diano Castello,2275
017144,3,Polaveno,2475
017145,3,Polpenazze del Garda,2710
017146,3,Pompiano,3769
017148,3,Ponte di Legno,1752
017151,3,Pozzolengo,3570
017152,3,Pralboino,2892
017153,3,Preseglie,1533
018151,3,Sommo,1164
018152,3,Spessa,526
018154,3,Suardi,616
018155,3,Torrazza Coste,1608
018156,3,Torre Beretti e Castellaro,554
018157,3,Torre d'Arese,939
018158,3,Torre de' Negri,316
018159,3,Torre d'Isola,2410
018160,3,Torrevecchia Pia,3538
018161,3,Torricella Verzate,823
018162,3,Travacò Siccomario,4463
018163,3,Trivolzio,2330
021009,4,Braies,654
021010,4,Brennero,2252
021012,4,Bronzolo,2783
021014,4,Caines,386
026074,5,San Polo di Piave,4916
027015,5,Fossalta di Piave,4149
027018,5,Gruaro,2771
030191,6,Treppo Ligosullo,710
031001,6,Capriva del Friuli,1641
031003,6,Doberdò del Lago,1351
031004,6,Dolegna del Collio,329
031005,6,Farra d'Isonzo,1674
031006,6,Fogliano Redipuglia,3040
031010,6,Mariano del Friuli,1477
029031,5,Lusia,3415
029032,5,Melara,1734
029034,5,Papozze,1433
029035,5,Pettorazza Grimani,1528
029036,5,Pincara,1135
029037,5,Polesella,3824
029038,5,Pontecchio Polesine,2191
034028,8,Pellegrino Parmense,983
034030,8,Roccabianca,2923
034035,8,Solignano,1717
034036,8,Soragna,4830
031011,6,Medea,977
031013,6,Moraro,710
031014,6,Mossa,1552
031015,6,Romans d'Isonzo,3704
031017,6,Sagrado,2181
031019,6,San Floriano del Collio,755
031020,6,San Lorenzo Isontino,1536
031021,6,San Pier d'Isonzo,1989
031022,6,Savogna d'Isonzo,1701
027030,5,Pramaggiore,4680
029042,5,Salara,1115
029043,5,San Bellino,1067
029044,5,San Martino di Venezze,3848
029045,5,Stienta,3153
029047,5,Trecenta,2625
034038,8,Terenzo,1197
034039,8,Tizzano Val Parma,2117
034040,8,Tornolo,916
034044,8,Valmozzola,528
031024,6,Turriaco,2857
031025,6,Villesse,1685
032002,6,Monrupino,863
032005,6,Sgonico,2030
027040,5,Teglio Veneto,2273
027041,5,Torre di Mosto,4786
029048,5,Villadose,4929
029049,5,Villamarzana,1140
029050,5,Villanova del Ghebbo,1976
029051,5,Villanova Marchesana,898
030001,6,Aiello del Friuli,2211
030002,6,Amaro,849
030003,6,Ampezzo,959
030004,6,Aquileia,3225
030005,6,Arta Terme,2068
034045,8,Varano de' Melegari,2616
034046,8,Varsi,1178
034050,8,Polesine Zibello,3205
033001,8,Agazzano,2002
033002,8,Alseno,4697
033003,8,Besenzone,954
028002,5,Agna,3213
028004,5,Anguillara Veneta,4248
030006,6,Artegna,2885
030007,6,Attimis,1710
030008,6,Bagnaria Arsa,3428
030010,6,Bertiolo,2418
030011,6,Bicinicco,1821
030012,6,Bordano,710
030014,6,Buttrio,3930
030015,6,Camino al Tagliamento,1577
030018,6,Carlino,2775
030019,6,Cassacco,2862
035003,8,Baiso,3225
035011,8,Carpineti,3956
033004,8,Bettola,2685
033005,8,Bobbio,3548
033008,8,Calendasco,2410
033010,8,Caorso,4842
028005,5,Arquà Petrarca,1842
028006,5,Arre,2108
028007,5,Arzergrande,4859
028008,5,Bagnoli di Sopra,3458
028009,5,Baone,3086
028010,5,Barbona,621
008032,7,Isolabona,686
008033,7,Lucinasco,282
008034,7,Mendatica,172
008035,7,Molini di Triora,614
008037,7,Montegrosso Pian Latte,113
008038,7,Olivetta San Michele,193
017157,3,Provaglio Val Sabbia,893
017158,3,Puegnago del Garda,3477
017160,3,Remedello,3399
017162,3,Roccafranca,4800
017164,3,Roè Volciano,4430
017168,3,Sabbio Chiese,3979
017169,3,Sale Marasino,3350
018164,3,Tromello,3736
018165,3,Trovo,1023
018166,3,Val di Nizza,582
018167,3,Valeggio,209
018168,3,Valle Lomellina,2149
018169,3,Valle Salimbene,1481
018171,3,Varzi,3094
018172,3,Velezzo Lomellina,98
018173,3,Vellezzo Bellini,3355
018174,3,Verretto,375
018175,3,Verrua Po,1253
021102,4,Trodena nel parco naturale,1056
021103,4,Tubre,958
021104,4,Ultimo,2911
021105,4,Vadena,1050
021106,4,Valdaora,3170
021107,4,Val di Vizze,3090
008039,7,Ospedaletti,3154
008040,7,Perinaldo,833
008041,7,Pietrabruna,449
008042,7,Pieve di Teco,1346
008043,7,Pigna,785
008044,7,Pompeiana,859
008045,7,Pontedassio,2311
008046,7,Pornassio,670
008047,7,Prelà,476
008048,7,Ranzo,551
017171,3,San Felice del Benaco,3448
017172,3,San Gervasio Bresciano,2666
017173,3,San Zeno Naviglio,4777
017175,3,Saviore dell'Adamello,872
017176,3,Sellero,1428
017177,3,Seniga,1455
017178,3,Serle,3057
017180,3,Soiano del Lago,1920
017181,3,Sonico,1253
017182,3,Sulzano,1963
018178,3,Villa Biscossi,67
018179,3,Villanova d'Ardenghi,780
018180,3,Villanterio,3396
018181,3,Vistarino,1579
018183,3,Volpara,120
018184,3,Zavattarello,978
018185,3,Zeccone,1692
018186,3,Zeme,1005
018187,3,Zenevredo,478
018188,3,Zerbo,391
021020,4,Cermes,1544
021021,4,Chienes,2927
021023,4,Cornedo all'Isarco,3421
021024,4,Cortaccia sulla strada del vino,2219
021025,4,Cortina sulla strada del vino,653
021026,4,Corvara in Badia,1376
008049,7,Rezzo,314
008050,7,Riva Ligure,2845
008051,7,Rocchetta Nervina,296
008052,7,San Bartolomeo al Mare,3062
008053,7,San Biagio della Cima,1266
008054,7,San Lorenzo al Mare,1260
008056,7,Santo Stefano al Mare,2086
008057,7,Seborga,275
008058,7,Soldano,1013
008060,7,Terzorio,232
017183,3,Tavernole sul Mella,1250
017184,3,Temù,1124
017185,3,Tignale,1211
017189,3,Tremosine sul Garda,2077
017191,3,Treviso Bresciano,521
017192,3,Urago d'Oglio,3731
017193,3,Vallio Terme,1442
017194,3,Valvestino,178
018189,3,Zerbolò,1745
018190,3,Zinasco,3123
018191,3,Cornale e Bastida,848
018192,3,Corteolona e Genzone,2583
018193,3,Colli Verdi,1071
019001,3,Acquanegra Cremonese,1163
019002,3,Agnadello,3917
019003,3,Annicco,2011
019004,3,Azzanello,608
019005,3,Bagnolo Cremasco,4919
019006,3,Bonemerse,1467
019007,3,Bordolano,580
021027,4,Curon Venosta,2386
021028,4,Dobbiaco,3346
021030,4,Falzes,2860
021031,4,Fiè allo Sciliar,3616
008061,7,Triora,350
008062,7,Vallebona,1293
008064,7,Vasia,390
008066,7,Vessalico,245
008067,7,Villa Faraldi,460
008068,7,Montalto Carpasio,498
017196,3,Verolavecchia,3770
017197,3,Vestone,4288
017198,3,Vezza d'Oglio,1454
017200,3,Villachiara,1386
017202,3,Vione,654
017203,3,Visano,2013
017205,3,Zone,1054
019009,3,Calvatone,1171
019010,3,Camisano,1239
019011,3,Campagnola Cremasca,673
019012,3,Capergnanica,2165
019013,3,Cappella Cantone,548
019014,3,Cappella de' Picenardi,423
019015,3,Capralba,2324
019016,3,Casalbuttano ed Uniti,3817
019017,3,Casale Cremasco-Vidolasco,1876
019018,3,Casaletto Ceredano,1145
019019,3,Casaletto di Sopra,520
019020,3,Casaletto Vaprio,1837
019022,3,Casalmorano,1633
021032,4,Fortezza,1005
021033,4,Funes,2571
021034,4,Gais,3298
021035,4,Gargazzone,1751
021036,4,Glorenza,905
009005,7,Altare,2001
009007,7,Arnasco,596
009008,7,Balestrino,537
009009,7,Bardineto,761
009010,7,Bergeggi,1073
009011,7,Boissano,2511
009012,7,Borghetto Santo Spirito,4659
009013,7,Borgio Verezzi,2146
009014,7,Bormida,357
009016,7,Calice Ligure,1722
017206,3,Piancogno,4713
018001,3,Alagna,818
018002,3,Albaredo Arnaboldi,240
018003,3,Albonese,534
018004,3,Albuzzano,3638
018005,3,Arena Po,1564
018006,3,Badia Pavese,362
018007,3,Bagnaria,642
018008,3,Barbianello,854
018009,3,Bascapè,1808
018011,3,Bastida Pancarana,955
018012,3,Battuda,675
018014,3,Bereguardo,2908
019023,3,Casteldidone,573
019024,3,Castel Gabbiano,450
019027,3,Castelvisconti,307
019028,3,Cella Dati,479
019029,3,Chieve,2280
019030,3,Cicognolo,901
019031,3,Cingia de' Botti,1195
019032,3,Corte de' Cortesi con Cignone,1075
019033,3,Corte de' Frati,1359
019034,3,Credera Rubbiano,1569
021039,4,Laion,2746
021042,4,Lasa,4094
021043,4,Lauregno,338
021044,4,Luson,1555
021045,4,Magrè sulla strada del vino,1281
009017,7,Calizzano,1438
009019,7,Casanova Lerrone,733
009020,7,Castelbianco,320
009021,7,Castelvecchio di Rocca Barbena,145
009023,7,Cengio,3421
009025,7,Cisano sul Neva,2089
009026,7,Cosseria,1065
009027,7,Dego,1945
018015,3,Borgarello,2646
018016,3,Borgo Priolo,1385
018017,3,Borgoratto Mormorolo,415
018018,3,Borgo San Siro,945
018019,3,Bornasco,2671
018020,3,Bosnasco,626
018021,3,Brallo di Pregola,530
018022,3,Breme,737
018023,3,Bressana Bottarone,3501
018025,3,Calvignano,107
018026,3,Campospinoso,1097
019037,3,Cremosano,1730
019038,3,Crotta d'Adda,643
019039,3,Cumignano sul Naviglio,433
019040,3,Derovere,302
019041,3,Dovera,3809
019043,3,Fiesco,1219
019044,3,Formigara,1046
019045,3,Gabbioneta-Binanuova,881
019046,3,Gadesco-Pieve Delmona,1920
019047,3,Genivolta,1144
019048,3,Gerre de' Caprioli,1336
019049,3,Gombito,627
021047,4,Marebbe,3118
021048,4,Marlengo,2814
021049,4,Martello,829
021050,4,Meltina,1694
009028,7,Erli,223
009030,7,Garlenda,1265
009031,7,Giustenice,1000
009032,7,Giusvalla,415
009033,7,Laigueglia,1759
009035,7,Magliolo,934
009036,7,Mallare,1081
009037,7,Massimino,108
009038,7,Millesimo,3281
009039,7,Mioglia,505
009040,7,Murialdo,785
018027,3,Candia Lomellina,1515
018029,3,Canneto Pavese,1369
018030,3,Carbonara al Ticino,1436
018031,3,Casanova Lonati,451
018032,3,Casatisma,880
018033,3,Casei Gerola,2472
018036,3,Castana,729
018038,3,Castelletto di Branduzzo,1050
018039,3,Castello d'Agogna,1110
018040,3,Castelnovetto,535
019050,3,Grontardo,1511
019051,3,Grumello Cremonese ed Uniti,1730
019052,3,Gussola,2697
019053,3,Isola Dovarese,1139
019054,3,Izano,1968
019055,3,Madignano,2818
019056,3,Malagnino,1718
019057,3,Martignana di Po,2084
019058,3,Monte Cremasco,2279
019059,3,Montodine,2491
019060,3,Moscazzano,750
019061,3,Motta Baluffi,837
019063,3,Olmeneta,927
019064,3,Ostiano,2825
019065,3,Paderno Ponchielli,1404
019066,3,Palazzo Pignano,3826
021052,4,Monguelfo-Tesido,2919
021053,4,Montagna,1714
021054,4,Moso in Passiria,2066
021055,4,Nalles,1979
009041,7,Nasino,189
009042,7,Noli,2590
009043,7,Onzo,216
009044,7,Orco Feglino,893
009045,7,Ortovero,1612
009046,7,Osiglia,450
009047,7,Pallare,934
009048,7,Piana Crixia,797
009050,7,Plodio,642
009051,7,Pontinvrea,838
009053,7,Rialto,553
018042,3,Cecima,224
018043,3,Ceranova,2261
028088,5,Stanghella,4134
028090,5,Terrassa Padovana,2669
030082,6,Precenicco,1457
030083,6,Premariacco,4019
030084,6,Preone,250
030085,6,Prepotto,740
030086,6,Pulfero,876
030087,6,Ragogna,2834
030088,6,Ravascletto,501
030089,6,Raveo,450
030090,6,Reana del Rojale,4837
030092,6,Resia,944
036016,8,Frassinoro,1849
036017,8,Guiglia,3929
036018,8,Lama Mocogno,2668
034003,8,Bedonia,3288
034004,8,Berceto,2002
034005,8,Bore,681
028094,5,Tribano,4334
028095,5,Urbana,2078
028096,5,Veggiano,4765
028097,5,Vescovana,1766
028098,5,Vighizzolo d'Este,916
028102,5,Villa Estense,2179
028105,5,Vo',3279
030093,6,Resiutta,284
030094,6,Rigolato,395
030095,6,Rive d'Arcano,2392
030097,6,Ronchis,1995
030098,6,Ruda,2859
030102,6,San Leonardo,1069
030103,6,San Pietro al Natisone,2113
030104,6,Santa Maria la Longa,2314
030105,6,San Vito al Torre,1248
036024,8,Montecreto,916
036025,8,Montefiorino,2129
036026,8,Montese,3286
034008,8,Calestano,2105
034011,8,Compiano,1089
034012,8,Corniglio,1787
029002,5,Ariano nel Polesine,4193
029003,5,Arquà Polesine,2667
029005,5,Bagnolo di Po,1203
029006,5,Bergantino,2506
030106,6,San Vito di Fagagna,1703
030107,6,Sauris,394
030108,6,Savogna,361
030109,6,Sedegliano,3745
030110,6,Socchieve,883
030111,6,Stregna,327
030112,6,Sutrio,1267
030113,6,Taipana,565
030114,6,Talmassons,3966
036029,8,Palagano,2076
036031,8,Pievepelago,2299
036032,8,Polinago,1605
036033,8,Prignano sulla Secchia,3753
036035,8,Riolunato,685
029007,5,Bosaro,1455
029008,5,Calto,686
029009,5,Canaro,2670
029010,5,Canda,870
029011,5,Castelguglielmo,1542
029012,5,Castelmassa,4051
029013,5,Castelnovo Bariano,2647
029014,5,Ceneselli,1599
029015,5,Ceregnano,3510
029017,5,Corbola,2305
029018,5,Costa di Rovigo,2486
030117,6,Tarvisio,4140
030120,6,Terzo d'Aquileia,2791
030122,6,Torreano,2085
030123,6,Torviscosa,2714
030124,6,Trasaghis,2171
030126,6,Treppo Grande,1703
030128,6,Trivignano Udinese,1595
036038,8,San Possidonio,3500
036043,8,Sestola,2458
034022,8,Monchio delle Corti,858
034024,8,Neviano degli Arduini,3557
034026,8,Palanzano,1085
029019,5,Crespino,1761
029021,5,Ficarolo,2305
029022,5,Fiesso Umbertiano,3940
029023,5,Frassinelle Polesine,1400
029024,5,Fratta Polesine,2582
029025,5,Gaiba,981
029026,5,Gavello,1517
029027,5,Giacciano con Baruchella,2074
029028,5,Guarda Veneta,1121
029030,5,Loreo,3392
030130,6,Varmo,2710
030131,6,Venzone,1998
030132,6,Verzegnis,875
030133,6,Villa Santina,2200
030135,6,Visco,794
030136,6,Zuglio,570
030137,6,Forgaria nel Friuli,1740
030138,6,Campolongo Tapogliano,1136
030189,6,Sappada,1315
038023,8,Voghiera,3679
038025,8,Goro,3642
024001,5,Agugliaro,1392
024002,5,Albettone,2013
024003,5,Alonte,1599
024005,5,Altissimo,2172
024007,5,Arsiero,3091
024010,5,Asigliano Veneto,883
021114,4,Villandro,1825
021116,4,Velturno,2988
021117,4,La Valle,1398
021118,4,Senale-San Felice,760
022002,4,Albiano,1485
022003,4,Aldeno,3148
025058,5,Sovramonte,1357
025059,5,Taibon Agordino,1742
025060,5,Tambre,1306
025062,5,Vallada Agordina,485
025063,5,Valle di Cadore,1870
025065,5,Vigo di Cadore,1395
025066,5,Vodo Cadore,841
025067,5,Voltago Agordino,834
025069,5,Zoppè di Cadore,197
022203,4,Trambileno,1479
022209,4,Valfloriana,462
022210,4,Vallarsa,1365
022213,4,Vermiglio,1820
022216,4,Vignola-Falesina,172
026065,5,Refrontolo,1688
026067,5,Revine Lago,2121
022005,4,Andalo,1124
022007,4,Avio,4119
022011,4,Bedollo,1482
022013,4,Besenello,2709
022015,4,Bieno,431
022017,4,Bleggio Superiore,1535
022018,4,Bocenago,386
022021,4,Bondone,657
022246,4,Sella Giudicarie,2912
022247,4,Tre Ville,1395
022249,4,Ville d'Anaunia,4801
024063,5,Monte di Malo,2804
024064,5,Montegalda,3404
024065,5,Montegaldella,1811
024066,5,Monteviale,2848
024068,5,Montorso Vicentino,3069
024071,5,Nanto,3110
024072,5,Nogarole Vicentino,1207
024073,5,Nove,4943
025013,5,Cibiana di Cadore,378
025014,5,Colle Santa Lucia,349
025015,5,Comelico Superiore,2135
025017,5,Danta di Cadore,442
025018,5,Domegge di Cadore,2347
025019,5,Falcade,1864
037026,8,Fontanelice,1955
037027,8,Gaggio Montano,4899
037031,8,Grizzana Morandi,3892
022250,4,San Giovanni di Fassa,3561
022251,4,Terre d'Adige,3055
022252,4,Borgo d'Anaunia,2482
022253,4,Novella,3618
022254,4,Ville di Fiemme,2569
023001,5,Affi,2366
024075,5,Orgiano,3051
024076,5,Pedemonte,728
024077,5,Pianezze,2173
024079,5,Pojana Maggiore,4260
024080,5,Posina,558
024081,5,Pove del Grappa,3113
024082,5,Pozzoleone,2789
024085,5,Roana,4228
025022,5,Fonzaso,3128
025023,5,Canale d'Agordo,1096
025025,5,Gosaldo,562
025026,5,Lamon,2791
025027,5,La Valle Agordina,1069
025030,5,Livinallongo del Col di Lana,1298
025032,5,Lorenzago di Cadore,556
037033,8,Lizzano in Belvedere,2183
037034,8,Loiano,4381
023003,5,Angiari,2315
023005,5,Badia Calavena,2606
023007,5,Belfiore,3261
023008,5,Bevilacqua,1714
023009,5,Bonavigo,1990
023010,5,Boschi Sant'Anna,1375
023011,5,Bosco Chiesanuova,3561
024089,5,Rotzo,651
024090,5,Salcedo,1026
024094,5,San Pietro Mussolino,1604
024096,5,San Vito di Leguzzano,3618
024099,5,Schiavon,2648
024101,5,Solagna,1864
024102,5,Sossano,4260
025033,5,Lozzo di Cadore,1296
025035,5,Ospitale di Cadore,268
025036,5,Pedavena,4377
037040,8,Monghidoro,3704
022095,4,Grigno,2136
022097,4,Imer,1173
022098,4,Isera,2765
022102,4,Lavarone,1176
022106,4,Livo,801
022108,4,Lona-Lases,877
023013,5,Brentino Belluno,1343
023014,5,Brenzone sul Garda,2484
023020,5,Castagnaro,3663
024106,5,Tonezza del Cimone,519
024112,5,Valdastico,1245
024113,5,Valli del Pasubio,3091
024115,5,Velo d'Astico,2294
037045,8,Mordano,4739
022109,4,Luserna,260
022110,4,Malé,2217
022112,4,Massimeno,141
022113,4,Mazzin,585
022114,4,Mezzana,893
022115,4,Mezzano,1589
023024,5,Cazzano di Tramigna,1492
023026,5,Cerro Veronese,2508
023029,5,Concamarise,1089
023030,5,Costermano sul Garda,3902
023031,5,Dolcè,2603
023032,5,Erbè,1896
024117,5,Villaga,1895
024120,5,Zermeghedo,1387
024121,5,Zovencedo,786
024123,5,Val Liona,3081
026007,5,Cappella Maggiore,4705
037051,8,San Benedetto Val di Sambro,4174
022118,4,Moena,2626
022120,4,Molveno,1111
022124,4,Nago-Torbole,2852
022127,4,Nogaredo,2068
022128,4,Nomi,1343
022129,4,Novaledo,1099
022130,4,Ospedaletto,790
022131,4,Ossana,834
022133,4,Palù del Fersina,164
023033,5,Erbezzo,770
023034,5,Ferrara di Monte Baldo,250
023035,5,Fumane,4115
023036,5,Garda,4111
023041,5,Isola Rizza,3248
026011,5,Castelcucco,2298
026014,5,Cavaso del Tomba,2908
026015,5,Cessalto,3884
026016,5,Chiarano,3671
026017,5,Cimadolmo,3399
026018,5,Cison di Valmarino,2636
025070,5,Quero Vas,3161
025073,5,Val di Zoldo,3022
026002,5,Arcade,4548
022222,4,Villa Lagarina,3801
022224,4,Volano,3023
022226,4,Ziano di Fiemme,1770
022228,4,Comano Terme,2934
024016,5,Bressanvido,3189
024017,5,Brogliano,4009
024019,5,Caltrano,2492
024020,5,Calvene,1324
024022,5,Campiglia dei Berici,1682
024024,5,Carrè,3579
024025,5,Cartigliano,3801
022025,4,Brentonico,4012
022026,4,Bresimo,254
022029,4,Caderzone Terme,684
022032,4,Calceranica al Lago,1352
022033,4,Caldes,1098
022034,4,Caldonazzo,3830
022035,4,Calliano,1981
036047,8,Zocca,4591
022231,4,San Lorenzo Dorsino,1568
022232,4,Valdaone,1150
022233,4,Dimaro Folgarida,2110
022234,4,Pieve di Bono-Prezzo,1443
022235,4,Altavalle,1610
022237,4,Amblar-Don,541
024027,5,Castegnero,2893
024030,5,Chiuppano,2489
024032,5,Cogollo del Cengio,3136
024037,5,Crespadoro,1308
024039,5,Enego,1583
024040,5,Fara Vicentino,3787
024041,5,Foza,680
024127,5,Lusiana Conco,4655
025001,5,Agordo,4080
025002,5,Alano di Piave,2761
025003,5,Alleghe,1166
025004,5,Arsiè,2237
037007,8,Borgo Tossignano,3273
037010,8,Camugnano,1843
037012,8,Casalfiumanese,3422
037013,8,Castel d'Aiano,1854
022238,4,Borgo Chiese,1994
022239,4,Borgo Lares,712
022240,4,Castel Ivano,3309
022241,4,Cembra Lisignago,2338
022242,4,Contà,1388
022243,4,Madruzzo,2902
022244,4,Porte di Rendena,1792
024042,5,Gallio,2380
024043,5,Gambellara,3432
024044,5,Gambugliano,832
024046,5,Grisignano di Zocco,4285
024047,5,Grumolo delle Abbadesse,3767
024049,5,Laghi,124
024050,5,Lastebasse,191
024053,5,Lugo di Vicenza,3623
025005,5,Auronzo di Cadore,3222
025007,5,Borca di Cadore,820
025008,5,Calalzo di Cadore,1928
025010,5,Cencenighe Agordino,1260
025011,5,Cesiomaggiore,3969
025012,5,Chies d'Alpago,1297
037014,8,Castel del Rio,1208
037015,8,Castel di Casio,3371
037016,8,Castel Guelfo di Bologna,4534
028011,5,Battaglia Terme,3900
028012,5,Boara Pisani,2434
028014,5,Bovolenta,3503
028018,5,Campodoro,2647
030020,6,Castions di Strada,3746
030021,6,Cavazzo Carnico,987
030022,6,Cercivento,667
030024,6,Chiopris-Viscone,651
030025,6,Chiusaforte,621
030028,6,Colloredo di Monte Albano,2179
030029,6,Comeglians,461
030030,6,Corno di Rosazzo,3117
035013,8,Casina,4400
035018,8,Canossa,3729
033012,8,Castell'Arquato,4563
033015,8,Cerignale,120
033016,8,Coli,846
033017,8,Corte Brugnatella,573
028021,5,Candiana,2294
028022,5,Carceri,1508
028026,5,Cartura,4600
028027,5,Casale di Scodosia,4811
028029,5,Castelbaldo,1463
028031,5,Cinto Euganeo,1973
030031,6,Coseano,2123
030032,6,Dignano,2287
030033,6,Dogna,157
030034,6,Drenchia,102
030035,6,Enemonzo,1313
030036,6,Faedis,2829
030039,6,Flaibano,1102
030040,6,Forni Avoltri,551
030041,6,Forni di Sopra,910
033018,8,Cortemaggiore,4670
033019,8,Farini,1148
033020,8,Ferriere,1157
033022,8,Gazzola,2121
033024,8,Gragnano Trebbiense,4578
028040,5,Galzignano Terme,4363
028041,5,Gazzo,4278
028042,5,Grantorto,4556
028043,5,Granze,1991
030042,6,Forni di Sotto,572
030044,6,Gonars,4684
030045,6,Grimacco,313
030047,6,Lauco,678
030048,6,Lestizza,3709
030051,6,Lusevera,607
035035,8,Rolo,4002
035041,8,Toano,4329
033025,8,Gropparello,2228
033026,8,Lugagnano Val d'Arda,3889
033028,8,Morfasso,948
033030,8,Ottone,463
028047,5,Lozzo Atestino,3030
028049,5,Masi,1776
028052,5,Megliadino San Vitale,1842
028053,5,Merlara,2566
030052,6,Magnano in Riviera,2303
030054,6,Malborghetto Valbruna,908
030056,6,Marano Lagunare,1782
030058,6,Mereto di Tomba,2574
030059,6,Moggio Udinese,1676
030060,6,Moimacco,1653
035042,8,Vetto,1802
035043,8,Vezzano sul Crostolo,4273
035044,8,Viano,3332
035045,8,Villa Minozzo,3609
035046,8,Ventasso,4082
036001,8,Bastiglia,4239
033033,8,Pianello Val Tidone,2206
033034,8,Piozzano,596
033036,8,Ponte dell'Olio,4694
028061,5,Pernumia,3818
028062,5,Piacenza d'Adige,1260
028066,5,Polverara,3343
030061,6,Montenars,496
030062,6,Mortegliano,4909
030063,6,Moruzzo,2470
030064,6,Muzzana del Turgnano,2454
030065,6,Nimis,2643
030066,6,Osoppo,2858
030067,6,Ovaro,1835
030069,6,Palazzolo dello Stella,2934
030071,6,Paluzza,2056
036004,8,Camposanto,3216
033041,8,San Pietro in Cerro,836
033042,8,Sarmato,2917
033043,8,Travo,2141
033044,8,Vernasca,2053
033045,8,Vigolzone,4200
033046,8,Villanova sull'Arda,1698
028067,5,Ponso,2407
028068,5,Pontelongo,3736
028070,5,Pozzonovo,3534
028071,5,Rovolon,4911
028073,5,Saccolongo,4907
028078,5,San Pietro in Gu,4434
028079,5,San Pietro Viminario,3063
030073,6,Paularo,2457
030075,6,Pocenia,2440
030076,6,Pontebba,1348
030077,6,Porpetto,2526
030080,6,Pradamano,3589
030081,6,Prato Carnico,880
036011,8,Fanano,2970
036014,8,Fiumalbo,1206
033047,8,Zerba,69
033048,8,Ziano Piacentino,2497
033049,8,Alta Val Tidone,2959
034001,8,Albareto,2125
034002,8,Bardi,2119
028083,5,Sant'Elena,2562
028084,5,Sant'Urbano,1937
054028,10,Massa Martana,3697
054029,10,Monte Castello di Vibio,1504
054031,10,Monteleone di Spoleto,580
058080,12,Ponzano Romano,1143
058083,12,Riofreddo,742
058084,12,Rocca Canterano,188
058085,12,Rocca di Cave,354
058087,12,Roccagiovine,258
058089,12,Rocca Santo Stefano,949
058090,12,Roiate,674
058092,12,Roviano,1315
057012,12,Casperia,1213
057013,12,Castel di Tora,270
057014,12,Castelnuovo di Farfa,1052
057015,12,Castel Sant'Angelo,1203
057017,12,Cittareale,426
057018,12,Collalto Sabino,398
057019,12,Colle di Tora,358
057020,12,Collegiove,140
057021,12,Collevecchio,1519
057022,12,Colli sul Velino,478
057023,12,Concerviano,273
052025,9,Radicondoli,914
052027,9,San Casciano dei Bagni,1575
052030,9,San Quirico d'Orcia,2639
052031,9,Sarteano,4625
054032,10,Monte Santa Maria Tiberina,1144
054033,10,Montone,1614
054035,10,Norcia,4764
054036,10,Paciano,968
057024,12,Configni,568
057025,12,Contigliano,3886
057026,12,Cottanello,530
057028,12,Fiamignano,1259
057029,12,Forano,3196
057030,12,Frasso Sabino,723
057031,12,Greccio,1551
057032,12,Labro,363
052036,9,Trequanda,1219
054040,10,Piegaro,3531
058094,12,Sambuci,874
058095,12,San Gregorio da Sassola,1490
058096,12,San Polo dei Cavalieri,2825
058098,12,Sant'Angelo Romano,4983
058099,12,Sant'Oreste,3650
058100,12,San Vito Romano,3265
058101,12,Saracinesco,172
057033,12,Leonessa,2218
057034,12,Longone Sabino,555
